x_A,y_A,value
-2.90650,-1.52845,0.019813806
-2.84041,-1.52845,0.021529196
-2.77431,-1.52845,0.022667158
-2.70821,-1.52845,0.023036724
-2.64211,-1.52845,0.022843516
-2.57602,-1.52845,0.021959729
-2.50992,-1.52845,0.020921258
-2.44382,-1.52845,0.019255064
-2.37773,-1.52845,0.017028492
-2.31163,-1.52845,0.014454331
-2.24553,-1.52845,0.011851312
-2.17943,-1.52845,0.0092593962
-2.11334,-1.52845,0.0067341747
-2.04724,-1.52845,0.004412171
-1.98114,-1.52845,0.0025743642
-1.91505,-1.52845,0.00099070941
-1.84895,-1.52845,-0.00035736457
-1.78285,-1.52845,-0.00096819556
-1.71675,-1.52845,-0.0012087406
-1.65066,-1.52845,-0.0011924856
-1.58456,-1.52845,-0.00058929768
-1.51846,-1.52845,0.00051469682
-1.45237,-1.52845,0.0017898837
-1.38627,-1.52845,0.0031147748
-1.32017,-1.52845,0.0050741867
-1.25408,-1.52845,0.006758722
-1.18798,-1.52845,0.0078822039
-1.12188,-1.52845,0.0091554048
-1.05578,-1.52845,0.0098886257
-0.98969,-1.52845,0.010001787
-0.92359,-1.52845,0.0097663049
-0.85749,-1.52845,0.0090365009
-0.79140,-1.52845,0.0081387674
-0.72530,-1.52845,0.0071541592
-0.65920,-1.52845,0.0059081335
-0.59310,-1.52845,0.0050625149
-0.52701,-1.52845,0.0044227173
-0.46091,-1.52845,0.0036884712
-0.39481,-1.52845,0.0032547775
-0.32872,-1.52845,0.0029130371
-0.26262,-1.52845,0.0024830638
-0.19652,-1.52845,0.0022022522
-0.13042,-1.52845,0.0019669537
-0.06433,-1.52845,0.001688276
0.00177,-1.52845,0.0014713012
0.06787,-1.52845,0.0012761878
0.13396,-1.52845,0.0010628864
0.20006,-1.52845,0.000888273
0.26616,-1.52845,0.00071943109
0.33226,-1.52845,0.0005488412
0.39835,-1.52845,0.0004217558
0.46445,-1.52845,0.00028840316
0.53055,-1.52845,0.00015841187
0.59664,-1.52845,5.248237e-05
0.66274,-1.52845,-5.2140454e-05
0.72884,-1.52845,-0.00015549811
0.79493,-1.52845,-0.00023477623
0.86103,-1.52845,-0.00030172491
0.92713,-1.52845,-0.0003655476
0.99323,-1.52845,-0.0004084855
1.05932,-1.52845,-0.00044173186
1.12542,-1.52845,-0.00046695044
1.19152,-1.52845,-0.00048437595
1.25761,-1.52845,-0.00049728813
1.32371,-1.52845,-0.00050217408
1.38981,-1.52845,-0.00049727346
1.45591,-1.52845,-0.00049017183
1.52200,-1.52845,-0.00047932364
1.58810,-1.52845,-0.00044766912
1.65420,-1.52845,-0.00041228419
1.72029,-1.52845,-0.00037449898
1.78639,-1.52845,-0.00032658895
1.85249,-1.52845,-0.00027412488
1.91859,-1.52845,-0.00022270167
1.98468,-1.52845,-0.00016718452
2.05078,-1.52845,-0.00011360753
2.11688,-1.52845,-6.2853615e-05
2.18297,-1.52845,-2.1435708e-05
2.24907,-1.52845,7.2955745e-06
2.31517,-1.52845,2.4597392e-05
2.38127,-1.52845,1.8938068e-05
2.44736,-1.52845,-1.7767768e-06
2.51346,-1.52845,-2.6518212e-05
2.57956,-1.52845,-5.5521043e-05
2.64565,-1.52845,-9.1544498e-05
2.71175,-1.52845,-0.00013605185
2.77785,-1.52845,-0.00015499844
2.84394,-1.52845,-0.00016083139
2.91004,-1.52845,-0.00016321785
2.97614,-1.52845,-0.00014643763
3.04224,-1.52845,-0.00013098336
3.10833,-1.52845,-0.0001269908
3.17443,-1.52845,-0.00012948179
3.24053,-1.52845,-0.00014360037
3.30662,-1.52845,-0.00017469087
3.37272,-1.52845,-0.00023407325
3.43882,-1.52845,-0.00032213613
3.50492,-1.52845,-0.00043991863
3.57101,-1.52845,-0.0006303991
3.63711,-1.52845,-0.00090113789
3.70321,-1.52845,-0.0012463521
3.76930,-1.52845,-0.0017758473
3.83540,-1.52845,-0.0024705944
3.90150,-1.52845,-0.003235565
-3.96406,-1.48431,-0.00033753057
-3.89796,-1.48431,-0.00020412635
-3.83186,-1.48431,-8.0861209e-06
-3.76577,-1.48431,0.00027964142
-3.69967,-1.48431,0.00073583709
-3.63357,-1.48431,0.001311412
-3.56747,-1.48431,0.0020391445
-3.50138,-1.48431,0.0030769121
-3.43528,-1.48431,0.0043164282
-3.36918,-1.48431,0.0057705482
-3.30309,-1.48431,0.0079280315
-3.23699,-1.48431,0.010439942
-3.17089,-1.48431,0.013276041
-3.10479,-1.48431,0.016030326
-3.03870,-1.48431,0.018917834
-2.97260,-1.48431,0.021917809
-2.90650,-1.48431,0.024064446
-2.84041,-1.48431,0.025786035
-2.77431,-1.48431,0.027629137
-2.70821,-1.48431,0.028769819
-2.64211,-1.48431,0.028814256
-2.57602,-1.48431,0.028320352
-2.50992,-1.48431,0.026565686
-2.44382,-1.48431,0.024160331
-2.37773,-1.48431,0.021424172
-2.31163,-1.48431,0.018155662
-2.24553,-1.48431,0.014888626
-2.17943,-1.48431,0.011722449
-2.11334,-1.48431,0.0086848065
-2.04724,-1.48431,0.0058233747
-1.98114,-1.48431,0.0034812985
-1.91505,-1.48431,0.001648408
-1.84895,-1.48431,9.8177894e-05
-1.78285,-1.48431,-0.00086011086
-1.71675,-1.48431,-0.0011649594
-1.65066,-1.48431,-0.0011904753
-1.58456,-1.48431,-0.00076063228
-1.51846,-1.48431,0.00036565366
-1.45237,-1.48431,0.0016188611
-1.38627,-1.48431,0.0029767789
-1.32017,-1.48431,0.0049644816
-1.25408,-1.48431,0.0067514898
-1.18798,-1.48431,0.0081898477
-1.12188,-1.48431,0.0094944928
-1.05578,-1.48431,0.010579281
-0.98969,-1.48431,0.010504705
-0.92359,-1.48431,0.010186017
-0.85749,-1.48431,0.0096695609
-0.79140,-1.48431,0.0082488144
-0.72530,-1.48431,0.0074810334
-0.65920,-1.48431,0.0064756405
-0.59310,-1.48431,0.0051386091
-0.52701,-1.48431,0.004607914
-0.46091,-1.48431,0.0039541451
-0.39481,-1.48431,0.0031689447
-0.32872,-1.48431,0.0028606912
-0.26262,-1.48431,0.0024892276
-0.19652,-1.48431,0.0020789902
-0.13042,-1.48431,0.0018792603
-0.06433,-1.48431,0.0016430677
0.00177,-1.48431,0.0013717629
0.06787,-1.48431,0.0011986024
0.13396,-1.48431,0.0010158023
0.20006,-1.48431,0.00083157298
0.26616,-1.48431,0.00069026882
0.33226,-1.48431,0.00054675259
0.39835,-1.48431,0.00040330912
0.46445,-1.48431,0.00028347175
0.53055,-1.48431,0.00016278694
0.59664,-1.48431,4.7860372e-05
0.66274,-1.48431,-4.5170658e-05
0.72884,-1.48431,-0.00013747101
0.79493,-1.48431,-0.00021562206
0.86103,-1.48431,-0.00027021937
0.92713,-1.48431,-0.00032575775
0.99323,-1.48431,-0.00036937126
1.05932,-1.48431,-0.0004000745
1.12542,-1.48431,-0.00042442346
1.19152,-1.48431,-0.00044026505
1.25761,-1.48431,-0.00045171546
1.32371,-1.48431,-0.00045759269
1.38981,-1.48431,-0.00044973445
1.45591,-1.48431,-0.00043777164
1.52200,-1.48431,-0.00042319144
1.58810,-1.48431,-0.00039608241
1.65420,-1.48431,-0.00036092507
1.72029,-1.48431,-0.00032396632
1.78639,-1.48431,-0.00028276714
1.85249,-1.48431,-0.00023150057
1.91859,-1.48431,-0.00017704
1.98468,-1.48431,-0.00012276262
2.05078,-1.48431,-6.7155226e-05
2.11688,-1.48431,-1.8598423e-05
2.18297,-1.48431,2.1011158e-05
2.24907,-1.48431,3.91494e-05
2.31517,-1.48431,4.6839039e-05
2.38127,-1.48431,4.0290663e-05
2.44736,-1.48431,2.505114e-06
2.51346,-1.48431,-5.9426195e-05
