x_A,y_A,charge_total_Al16,charge_total_undoped,magnetization_Al16,magnetization_undoped,spin_down_Al16,spin_down_undoped,spin_up_Al16,spin_up_undoped
-2.11334,-1.61672,0.0031554343,0.0032082684,0.0054169763,0.0038126186,-0.001130771,-0.00030217506,0.0042862054,0.0035104435
-2.04724,-1.61672,0.0036716724,0.0042183432,0.0040658736,0.0023700912,-0.00019710057,0.00092412601,0.0038687731,0.0032942172
-1.98114,-1.61672,0.004060193,0.0050995504,0.0028276739,0.0010814113,0.00061625952,0.0020090695,0.0034439336,0.0030904808
-1.91505,-1.61672,0.0044045718,0.0059159878,0.0016743061,-7.6192933e-05,0.0013651329,0.0029960903,0.003039439,0.0029198974
-1.84895,-1.61672,0.0046735774,0.0065213237,0.00079223415,-0.00081395992,0.0019406716,0.0036676419,0.0027329058,0.0028536818
-1.78285,-1.61672,0.0047058845,0.0068330904,0.00015382585,-0.0011687925,0.0022760294,0.0040009413,0.0024298551,0.0028321489
-1.71675,-1.61672,0.0047019687,0.0070646056,-0.00036975916,-0.0013223349,0.002535864,0.0041934703,0.0021661047,0.0028711352
-1.65066,-1.61672,0.0046928087,0.0071983468,-0.00066548702,-0.00117861,0.0026791478,0.0041884785,0.002013661,0.0030098683
-1.58456,-1.61672,0.0044188597,0.0068659503,-0.00066240522,-0.00041507548,0.0025406324,0.0036405129,0.0018782272,0.0032254374
-1.51846,-1.61672,0.0040864977,0.0064442069,-0.00053639448,0.0005793923,0.002311446,0.0029324074,0.0017750516,0.0035117995
-1.45237,-1.61672,0.0037180979,0.0060328334,-0.00028239534,0.001579268,0.0020002467,0.0022267827,0.0017178513,0.0038060506
-1.38627,-1.61672,0.0032203807,0.0053857248,0.00016123358,0.0030037495,0.0015295736,0.0011909876,0.0016908072,0.0041947374
-1.32017,-1.61672,0.0026295683,0.0046653445,0.00073179405,0.0047137327,0.00094888714,-2.4194131e-05,0.0016806812,0.0046895389
-1.25408,-1.61672,0.0020894494,0.0042013708,0.001164917,0.0058968337,0.00046226621,-0.00084773148,0.0016271833,0.005049102
-1.18798,-1.61672,0.0016125641,0.0039760261,0.0015259734,0.0068615335,4.3295324e-05,-0.0014427537,0.0015692688,0.0054187798
-1.12188,-1.61672,0.0010978864,0.0039593102,0.0018582653,0.0079273758,-0.00038018945,-0.0019840328,0.0014780757,0.005943343
-1.05578,-1.61672,0.00075200695,0.0041158693,0.0019227975,0.0084148645,-0.00058539526,-0.0021494976,0.0013374023,0.0062653669
-0.98969,-1.61672,0.00058974704,0.0045667356,0.0017916975,0.0083311656,-0.00060097524,-0.001882215,0.0011907222,0.0064489506
-0.92359,-1.61672,0.00058386894,0.0052759754,0.0013843953,0.0075281258,-0.00040026318,-0.0011260752,0.00098413206,0.0064020506
-0.85749,-1.61672,0.0005922087,0.0055143735,0.001025064,0.0070425402,-0.00021642767,-0.00076408335,0.00080863637,0.0062784571
-0.79140,-1.61672,0.00070319808,0.0055982596,0.00061936269,0.0062190075,4.1917694e-05,-0.00031037396,0.00066128036,0.0059086336
-0.72530,-1.61672,0.00090267183,0.0054129409,0.00013964321,0.0050458112,0.00038151431,0.00018356484,0.00052115752,0.0052293763
-0.65920,-1.61672,0.0009610678,0.0049587539,-0.0001353566,0.0046798298,0.00054821221,0.00013946206,0.00041285559,0.0048192916
-0.59310,-1.61672,0.0010004655,0.0043163896,-0.0003143583,0.0041817958,0.00065741187,6.7296904e-05,0.0003430536,0.0042490927
-0.52701,-1.61672,0.0010056469,0.0034528903,-0.00039752724,0.0035153364,0.00070158707,-3.1223055e-05,0.00030405982,0.0034841134
-0.46091,-1.61672,0.0009108716,0.0026410124,-0.00036279496,0.0034347959,0.00063683325,-0.00039689173,0.00027403832,0.0030379042
-0.39481,-1.61672,0.00078186661,0.0018702176,-0.00027460692,0.0031817635,0.00052823673,-0.00065577292,0.00025362984,0.0025259906
-0.32872,-1.61672,0.00061767345,0.001050842,-0.0001447188,0.0027287267,0.00038119612,-0.00083894236,0.00023647732,0.0018897844
-0.26262,-1.61672,0.00045872873,0.00052137027,-4.8046881e-05,0.0025616072,0.00025338781,-0.0010201185,0.00020534093,0.0015414887
-0.19652,-1.61672,0.00029683521,4.3437176e-05,5.3247852e-05,0.0023252112,0.00012179368,-0.001140887,0.00017504152,0.0011843242
-0.13042,-1.61672,0.00014945318,-0.00030607282,0.00014162672,0.0020027494,3.9132283e-06,-0.0011544111,0.00014553995,0.00084833824
-0.06433,-1.61672,3.8471455e-05,-0.00048395313,0.00019279859,0.0018213633,-7.7163568e-05,-0.0011526583,0.00011563502,0.00066870509
0.00177,-1.61672,-5.30125e-05,-0.0006137492,0.0002301544,0.001591161,-0.00014158346,-0.0011024551,8.8570952e-05,0.00048870593
0.06787,-1.61672,-0.00011799601,-0.00066863769,0.000250602,0.0013277096,-0.000184299,-0.00099817361,6.6302993e-05,0.00032953598
0.13396,-1.61672,-0.00015125725,-0.00066776213,0.00025196065,0.0011579319,-0.00020160896,-0.000912847,5.03517e-05,0.00024508487
0.20006,-1.61672,-0.00013637735,-0.00061957113,0.00021182543,0.00095682556,-0.00017410138,-0.00078819832,3.7724043e-05,0.00016862722
0.26616,-1.61672,-9.1961738e-05,-0.0005519141,0.0001471185,0.00075621763,-0.00011954011,-0.00065406587,2.7578379e-05,0.00010215177
0.33226,-1.61672,-3.6728805e-05,-0.00049077295,7.0516471e-05,0.00061892037,-5.3622636e-05,-0.00055484666,1.6893833e-05,6.4073713e-05
0.39835,-1.61672,5.5277193e-05,-0.00040288371,-3.9104747e-05,0.00046785039,4.719097e-05,-0.00043536705,8.0862228e-06,3.2483338e-05
0.46445,-1.61672,0.00019786465,-0.00029000384,-0.00019631318,0.0003038526,0.00019708891,-0.00029692822,7.757335e-07,6.9243833e-06
0.53055,-1.61672,0.00031964548,-0.00019995186,-0.00033465741,0.00018029501,0.00032715144,-0.00019012344,-7.5059652e-06,-9.8284218e-06
0.59664,-1.61672,0.00043184479,-0.0001085061,-0.0004647045,6.0301918e-05,0.00044827466,-8.4404011e-05,-1.6429854e-05,-2.4102092e-05
0.66274,-1.61672,0.00062645267,1.0527213e-05,-0.00067922991,-7.9836238e-05,0.00065284129,4.5181725e-05,-2.6388618e-05,-3.4654513e-05
0.72884,-1.61672,0.00075776479,0.00010340912,-0.0008399607,-0.00018590434,0.00079886278,0.00014465673,-4.1097956e-05,-4.1247611e-05
0.79493,-1.61672,0.00084294192,0.00017825082,-0.00095896138,-0.00027572399,0.00090095168,0.00022698741,-5.8009726e-05,-4.8736583e-05
0.86103,-1.61672,0.00093655894,0.00024578322,-0.0010887003,-0.0003590509,0.0010126296,0.00030241706,-7.6070661e-05,-5.6633842e-05
0.92713,-1.61672,0.00098216021,0.00029323433,-0.0011849744,-0.00042430931,0.0010835673,0.00035877182,-0.00010140712,-6.553749e-05
0.99323,-1.61672,0.00096253608,0.00031900776,-0.00122217,-0.00047461898,0.001092353,0.00039681338,-0.00012981694,-7.7805613e-05
1.05932,-1.61672,0.00089422258,0.00032760357,-0.0012162962,-0.00051330781,0.0010552594,0.0004204557,-0.00016103682,-9.2852119e-05
1.12542,-1.61672,0.00080620759,0.00032854598,-0.0012012225,-0.00054577179,0.0010037151,0.00043715889,-0.00019750747,-0.00010861291
1.19152,-1.61672,0.00065855635,0.00031025009,-0.0011326403,-0.00056719739,0.00089559832,0.00043872374,-0.00023704197,-0.00012847365
1.25761,-1.61672,0.00046570066,0.000277404,-0.0010247579,-0.00058153539,0.00074522925,0.00042946968,-0.00027952861,-0.0001520657
1.32371,-1.61672,0.00028349727,0.00024581564,-0.00090940925,-0.00058907364,0.00059645326,0.00041744462,-0.00031295599,-0.000171629
1.38981,-1.61672,9.3351759e-05,0.00019856228,-0.00078467187,-0.00058601238,0.00043901181,0.00039228733,-0.00034566005,-0.00019372505
1.45591,-1.61672,-9.9886958e-05,0.00013802215,-0.00065652881,-0.00057667191,0.00027832092,0.00035734702,-0.00037820789,-0.00021932488
1.52200,-1.61672,-0.00024406285,7.855564e-05,-0.00053999707,-0.00056110322,0.0001479671,0.00031982944,-0.00039202996,-0.0002412738
1.58810,-1.61672,-0.00038601036,9.3522558e-06,-0.0004148694,-0.00053095538,1.4429519e-05,0.00027015383,-0.00040043989,-0.00026080155
1.65420,-1.61672,-0.00051323581,-6.8454559e-05,-0.00030434722,-0.00049758609,-0.00010444429,0.00021456576,-0.00040879153,-0.00028302032
1.72029,-1.61672,-0.0005803908,-0.00015164771,-0.00023283923,-0.00045880009,-0.00017377578,0.0001535762,-0.00040661503,-0.00030522389
1.78639,-1.61672,-0.00063174468,-0.0002262433,-0.0001581822,-0.00040924057,-0.00023678124,9.1498638e-05,-0.00039496343,-0.00031774194
1.85249,-1.61672,-0.00066433102,-0.00030269759,-0.00010692621,-0.00035852086,-0.00027870241,2.7911636e-05,-0.00038562861,-0.00033060921
1.91859,-1.61672,-0.00066881697,-0.00038614211,-8.6910273e-05,-0.00029812928,-0.00029095335,-4.4006418e-05,-0.00037786362,-0.0003421357
1.98468,-1.61672,-0.00066939293,-0.00045226031,-7.1008762e-05,-0.00023539652,-0.00029919209,-0.00010843189,-0.00037020084,-0.0003438284
2.05078,-1.61672,-0.00066371035,-0.00050487544,-5.9250462e-05,-0.00017540473,-0.00030222995,-0.00016473536,-0.0003614804,-0.00034014008
2.11688,-1.61672,-0.00065583334,-0.00055799744,-5.6491699e-05,-0.00011411526,-0.00029967082,-0.0002219411,-0.00035616252,-0.00033605634
2.18297,-1.61672,-0.00064428826,-0.00059872138,-5.6124198e-05,-6.3085725e-05,-0.00029408204,-0.00026781781,-0.00035020622,-0.00033090357
2.24907,-1.61672,-0.00062033988,-0.0006224445,-5.3628326e-05,-2.2727791e-05,-0.00028335577,-0.00029985837,-0.00033698411,-0.00032258613
2.31517,-1.61672,-0.00058743038,-0.0006321884,-5.2306488e-05,7.2572693e-06,-0.00026756193,-0.00031972284,-0.00031986844,-0.00031246556
2.38127,-1.61672,-0.0005497504,-0.0006304562,-5.2041549e-05,2.5326039e-05,-0.00024885443,-0.00032789112,-0.00030089598,-0.00030256508
2.44736,-1.61672,-0.00050288398,-0.0006210141,-5.1112118e-05,3.5743844e-05,-0.00022588593,-0.00032837898,-0.00027699803,-0.00029263512
2.51346,-1.61672,-0.00044098502,-0.00058951421,-5.0396593e-05,3.5268742e-05,-0.00019529421,-0.00031239146,-0.00024569081,-0.00027712274
2.57956,-1.61672,-0.00037288497,-0.00053574564,-4.9637074e-05,1.7855427e-05,-0.00016162395,-0.00027680054,-0.00021126102,-0.0002589451
2.64565,-1.61672,-0.00030754754,-0.00047729554,-4.7099395e-05,-2.8316656e-06,-0.00013022407,-0.00023723194,-0.00017732347,-0.0002400636
2.71175,-1.61672,-0.00024373736,-0.000423677,-4.1742474e-05,-1.2922228e-05,-0.00010099744,-0.00020537739,-0.00014273991,-0.00021829961
2.77785,-1.61672,-0.00018340535,-0.00037276401,-3.4828176e-05,-2.3069202e-05,-7.428859e-05,-0.0001748474,-0.00010911677,-0.00019791661
2.84394,-1.61672,-0.00012627184,-0.00032537436,-2.6399126e-05,-3.2808948e-05,-4.993636e-05,-0.00014628271,-7.6335484e-05,-0.00017909166
2.91004,-1.61672,-7.8093093e-05,-0.0003058819,-1.7680368e-05,-2.5653e-05,-3.0206364e-05,-0.00014011445,-4.788673e-05,-0.00016576744
2.97614,-1.61672,-3.2194028e-05,-0.00029408943,-8.8618535e-06,-1.8609138e-05,-1.1666087e-05,-0.00013774015,-2.0527941e-05,-0.00015634928
3.04224,-1.61672,1.2242113e-05,-0.00028957377,-2.3853585e-07,-1.2015799e-05,6.2403246e-06,-0.00013877898,6.0017887e-06,-0.00015079479
3.10833,-1.61672,5.2255138e-05,-0.00029776603,5.8597743e-06,-2.1298119e-07,2.3197681e-05,-0.00014877653,2.9057457e-05,-0.00014898951
3.17443,-1.61672,8.6028063e-05,-0.00029940836,1.0061162e-05,1.1081916e-06,3.7983449e-05,-0.00015025827,4.8044614e-05,-0.00014915009
3.24053,-1.61672,0.00011683935,-0.00029888225,1.3063206e-05,-6.7650412e-06,5.1888073e-05,-0.00014605861,6.495128e-05,-0.00015282365
3.30662,-1.61672,0.0001417345,-0.00028154167,1.330804e-05,-2.7721037e-05,6.4213229e-05,-0.00012691031,7.7521276e-05,-0.00015463136
3.37272,-1.61672,0.00015562813,-0.00023883565,1.0195294e-05,-7.1656163e-05,7.2716422e-05,-8.3589744e-05,8.2911713e-05,-0.00015524591
3.43882,-1.61672,0.00016513008,-0.00017332169,4.6803907e-06,-0.00014000012,8.0224847e-05,-1.6660786e-05,8.4905238e-05,-0.00015666091
3.50492,-1.61672,0.00016621816,-4.8895905e-05,-5.6573035e-06,-0.00025741124,8.5937732e-05,0.00010425767,8.0280428e-05,-0.00015315358
3.57101,-1.61672,0.00015961732,0.00014554837,-2.3825103e-05,-0.00043763401,9.1721216e-05,0.00029159119,6.7896108e-05,-0.00014604282
3.63711,-1.61672,0.00014740792,0.00041447018,-5.0239469e-05,-0.00069512415,9.8823693e-05,0.00055479718,4.8584225e-05,-0.00014032699
3.70321,-1.61672,0.00012034349,0.00085386419,-9.384162e-05,-0.0011225846,0.00010709256,0.0009882244,1.3250938e-05,-0.00013436019
3.76930,-1.61672,9.1128371e-05,0.0013907512,-0.00015057325,-0.0016702831,0.00012085081,0.0015305171,-2.972244e-05,-0.00013976597
3.83540,-1.61672,6.3421874e-05,0.0021107241,-0.00022813129,-0.0024119676,0.00014577658,0.0022613457,-8.2354709e-05,-0.00015062175
3.90150,-1.61672,2.4579818e-05,0.0032562779,-0.00034890632,-0.003608864,0.00018674307,0.003432571,-0.00016216325,-0.00017629308
-3.96406,-1.57258,-0.0013998357,-0.001503283,6.2043277e-05,-0.00022747375,-0.0007309395,-0.00063790462,-0.00066889619,-0.00086537842
-3.89796,-1.57258,-0.0016273902,-0.0017875745,0.00020898425,-0.00012859015,-0.0009181872,-0.00082949217,-0.00070920296,-0.00095808232
-3.83186,-1.57258,-0.0018617179,-0.0021054964,0.00040887244,3.2257241e-05,-0.0011352951,-0.0010688768,-0.00072642276,-0.0010366195
-3.76577,-1.57258,-0.0021493915,-0.0024978779,0.00071162602,0.00029312837,-0.0014305087,-0.0013955032,-0.00071888271,-0.0011023748
-3.69967,-1.57258,-0.0024584846,-0.0029313164,0.0010684666,0.00061336614,-0.0017634756,-0.0017723413,-0.00069500902,-0.0011589751
-3.63357,-1.57258,-0.0027807343,-0.0034095331,0.0015058166,0.0010232959,-0.0021432755,-0.0022164145,-0.00063745887,-0.0011931185
-3.56747,-1.57258,-0.0031002916,-0.0039412943,0.0020881712,0.001595117,-0.0025942314,-0.0027682057,-0.0005060602,-0.0011730886
-3.50138,-1.57258,-0.0034628159,-0.0045535644,0.002808891,0.0023037989,-0.0031358534,-0.0034286818,-0.00032696244,-0.0011248827
-3.43528,-1.57258,-0.00397181,-0.005323431,0.0038091138,0.0032660612,-0.0038904618,-0.0042947461,-8.1348117e-05,-0.0010286849
-3.36918,-1.57258,-0.0044763954,-0.006094967,0.0050203064,0.0044577792,-0.0047483509,-0.0052763731,0.00027195551,-0.00081859389
-3.30309,-1.57258,-0.0049525336,-0.0068777557,0.0063716583,0.005820821,-0.0056620957,-0.0063492884,0.00070956233,-0.00052846735
-3.23699,-1.57258,-0.0054324009,-0.007684276,0.0078886095,0.0073748953,-0.0066605052,-0.0075295856,0.0012281043,-0.00015469035
-3.17089,-1.57258,-0.0058510536,-0.0084035071,0.0094818529,0.0090288613,-0.0076664533,-0.0087161846,0.0018153996,0.00031267712
-3.10479,-1.57258,-0.0060816822,-0.00895702,0.011036308,0.010678809,-0.0085589951,-0.009817915,0.0024773127,0.00086089456
-3.03870,-1.57258,-0.0061988966,-0.0094149159,0.012597488,0.01236636,-0.0093981922,-0.010890638,0.0031992958,0.0014757221
-2.97260,-1.57258,-0.0061820541,-0.0097081456,0.014020346,0.013931017,-0.0101012,-0.011819582,0.003919146,0.0021114359
-2.90650,-1.57258,-0.0060668294,-0.0098619647,0.01544754,0.015476606,-0.010757185,-0.012669286,0.0046903556,0.0028073206
-2.84041,-1.57258,-0.0058576027,-0.0098994775,0.016920416,0.017086932,-0.01138901,-0.013493204,0.0055314065,0.0035937275
-2.77431,-1.57258,-0.0053900853,-0.0095683606,0.017857417,0.018146576,-0.011623751,-0.013857469,0.0062336661,0.0042891079
-2.70821,-1.57258,-0.0048563592,-0.0090054637,0.018387845,0.018672535,-0.011622102,-0.013838999,0.0067657428,0.0048335358
-2.64211,-1.57258,-0.0041524149,-0.0081506781,0.018416261,0.018625962,-0.011284338,-0.01338832,0.007131923,0.0052376417
-2.57602,-1.57258,-0.0031597398,-0.0069248509,0.017748443,0.017875262,-0.010454091,-0.012400056,0.0072943517,0.0054752054
-2.50992,-1.57258,-0.0021869435,-0.0056078262,0.016853884,0.016808655,-0.0095204134,-0.011208241,0.00733347,0.0056004142
-2.44382,-1.57258,-0.0013228722,-0.0042433068,0.015601268,0.015275336,-0.0084620705,-0.0097593218,0.007139198,0.0055160145
-2.37773,-1.57258,-0.00023387848,-0.0026734029,0.013879406,0.013318917,-0.0070566423,-0.0079961596,0.0068227639,0.0053227572
-2.31163,-1.57258,0.00083866011,-0.0010767323,0.012162865,0.011348065,-0.0056621027,-0.0062123984,0.0065007624,0.0051356666
-2.24553,-1.57258,0.0015758898,0.00030134941,0.010444537,0.0093171885,-0.0044343234,-0.0045079198,0.0060102134,0.0048092688
-2.17943,-1.57258,0.0024099143,0.0017084746,0.0085606575,0.0072050984,-0.0030753715,-0.002748312,0.005485286,0.0044567864
-2.11334,-1.57258,0.0032059846,0.003081559,0.0066852048,0.0051122229,-0.0017396101,-0.0010153319,0.0049455948,0.0040968908
-2.04724,-1.57258,0.0037888307,0.0042440691,0.0049987547,0.0032560367,-0.000604962,0.00049401622,0.0043937927,0.0037500528
-1.98114,-1.57258,0.0042309728,0.0051915436,0.0035453583,0.0017545965,0.00034280727,0.0017184736,0.0038881656,0.00347307
-1.91505,-1.57258,0.0046196915,0.006062482,0.0021995381,0.00041189624,0.0012100767,0.002825293,0.0034096148,0.003237189
-1.84895,-1.57258,0.0049313549,0.0067931041,0.0010507827,-0.00064419635,0.001940286,0.0037186502,0.0029910689,0.0030744539
-1.78285,-1.57258,0.0049540224,0.0070970166,0.00032229401,-0.0010592089,0.0023158642,0.0040781125,0.0026381582,0.0030189038
-1.71675,-1.57258,0.0049215239,0.0072875759,-0.00029254984,-0.0012590105,0.0026070368,0.0042732931,0.002314487,0.0030142828
-1.65066,-1.57258,0.0048413705,0.0073740855,-0.00072381279,-0.0011892992,0.0027825916,0.0042816922,0.0020587789,0.0030923933
-1.58456,-1.57258,0.0045454679,0.0070692063,-0.00078348775,-0.00047900889,0.0026644778,0.0037741077,0.0018809901,0.0032950987
-1.51846,-1.57258,0.0041509266,0.0066225654,-0.00067061884,0.00056640961,0.0024107727,0.003028078,0.0017401539,0.0035944874
-1.45237,-1.57258,0.003736631,0.0061823297,-0.00044485825,0.001728433,0.0020907447,0.0022269483,0.0016458863,0.0039553815
-1.38627,-1.57258,0.0032421481,0.0056458963,-5.1947573e-05,0.0030987225,0.0016470478,0.0012735869,0.0015951003,0.0043723094
-1.32017,-1.57258,0.0026201007,0.0049647167,0.00052742928,0.0049813199,0.0010463358,-8.3015766e-06,0.001573765,0.0049730185
-1.25408,-1.57258,0.0020548943,0.0045471475,0.0010381552,0.0065772058,0.00050836959,-0.0010150291,0.0015465247,0.0055621769
-1.18798,-1.57258,0.0015850131,0.0043826415,0.0013842164,0.0075915926,0.00010039838,-0.0016044755,0.0014846148,0.0059871171
-1.12188,-1.57258,0.0011030623,0.0044276719,0.0017255264,0.0087828552,-0.00031123206,-0.0021775917,0.0014142944,0.0066052638
-1.05578,-1.57258,0.00079083926,0.0048120515,0.0018212362,0.009267604,-0.00051519845,-0.0022277762,0.0013060378,0.0070398278
-0.98969,-1.57258,0.00062780961,0.0051633739,0.0017256596,0.0092185624,-0.00054892502,-0.0020275943,0.0011767346,0.0071909679
-0.92359,-1.57258,0.00060017937,0.005793951,0.0014222262,0.0087171765,-0.00041102341,-0.0014616128,0.0010112028,0.0072555635
-0.85749,-1.57258,0.00069242332,0.0063936329,0.00097202713,0.0078789294,-0.00013980191,-0.00074264826,0.0008322252,0.0071362811
-0.79140,-1.57258,0.00077332917,0.0065428908,0.0006233633,0.0072752158,7.4982934e-05,-0.00036616251,0.00069834624,0.0069090533
-0.72530,-1.57258,0.00091440912,0.0064149844,0.00023991938,0.0062943865,0.00033724488,6.0298946e-05,0.00057716423,0.0063546854
-0.65920,-1.57258,0.0010544671,0.0059302528,-0.00014383586,0.0053613498,0.00059915148,0.00028445153,0.0004553156,0.0056458013
-0.59310,-1.57258,0.0010614541,0.0053082393,-0.00030228996,0.004880656,0.00068187201,0.00021379162,0.00037958205,0.0050944476
-0.52701,-1.57258,0.0010075817,0.0043353969,-0.00036338033,0.0041238288,0.00068548101,0.00010578404,0.00032210071,0.0042296126
-0.46091,-1.57258,0.00090039126,0.0031528927,-0.00033667503,0.0035290949,0.00061853311,-0.00018810108,0.00028185811,0.0033409938
-0.39481,-1.57258,0.00075602636,0.0023066492,-0.00025878107,0.0032513079,0.00050740375,-0.00047232932,0.00024862264,0.0027789786
-0.32872,-1.57258,0.00059399783,0.0015180807,-0.00014432665,0.002857679,0.00036916224,-0.00066979916,0.00022483559,0.0021878798
-0.26262,-1.57258,0.0004219086,0.00083054492,-1.7173576e-05,0.0024936411,0.00021954109,-0.00083154812,0.0002023675,0.001662093
-0.19652,-1.57258,0.00026266603,0.00034752479,7.7356068e-05,0.0022890703,9.2654984e-05,-0.00097077276,0.00017001104,0.0013182976
-0.13042,-1.57258,0.00011891382,-2.4743287e-05,0.00015959915,0.0020081743,-2.0342664e-05,-0.0010164588,0.00013925649,0.00099171547
-0.06433,-1.57258,-1.1187267e-07,-0.00027126877,0.00022202659,0.0017324773,-0.00011106923,-0.0010018731,0.00011095736,0.00073060428
0.00177,-1.57258,-8.0235681e-05,-0.00042985089,0.00025140762,0.0015321056,-0.00016582165,-0.00098097825,8.5585969e-05,0.00055112736
0.06787,-1.57258,-0.00013240766,-0.00053320557,0.00026367372,0.0013106102,-0.00019804068,-0.00092190789,6.563303e-05,0.00038870232
0.13396,-1.57258,-0.00015994352,-0.00057069078,0.00026057815,0.0011044168,-0.00021026083,-0.00083755376,5.0317314e-05,0.000266863
0.20006,-1.57258,-0.0001480616,-0.00055485708,0.00022465202,0.00093663257,-0.0001863568,-0.00074574479,3.8295206e-05,0.00019088775
0.26616,-1.57258,-0.00010399408,-0.00050194986,0.00016023233,0.00075169076,-0.0001321132,-0.00062682031,2.8119124e-05,0.00012487045
0.33226,-1.57258,-4.5256336e-05,-0.00043316153,8.2992017e-05,0.00058479782,-6.4124179e-05,-0.00050897966,1.886784e-05,7.5818141e-05
0.39835,-1.57258,3.0168758e-05,-0.00036076587,-1.0292008e-05,0.00044847379,2.0230384e-05,-0.00040461984,9.9383742e-06,4.3853957e-05
0.46445,-1.57258,0.00016496057,-0.00025819128,-0.00015944272,0.00029319074,0.00016220164,-0.00027569101,2.7589267e-06,1.7499726e-05
0.53055,-1.57258,0.00029277414,-0.00015974996,-0.00030187625,0.00015456068,0.0002973252,-0.00015715533,-4.5510533e-06,-2.5946429e-06
0.59664,-1.57258,0.00039230267,-8.0063975e-05,-0.00041848666,4.7325408e-05,0.00040539465,-6.3694693e-05,-1.3091994e-05,-1.6369284e-05
0.66274,-1.57258,0.00053861446,1.5497279e-05,-0.00058416394,-6.9726811e-05,0.0005613892,4.2612046e-05,-2.2774737e-05,-2.7114766e-05
0.72884,-1.57258,0.00066507072,0.00010218125,-0.0007349478,-0.00017283246,0.00070000929,0.00013750685,-3.4938537e-05,-3.5325604e-05
0.79493,-1.57258,0.00073668099,0.00016747267,-0.00083858042,-0.00025210198,0.00078763068,0.00020978732,-5.0949719e-05,-4.2314656e-05
0.86103,-1.57258,0.00079970149,0.00022704928,-0.00093671697,-0.00032757715,0.00086820923,0.00027731323,-6.8507739e-05,-5.026393e-05
0.92713,-1.57258,0.00084980455,0.00027682257,-0.0010273693,-0.00039460053,0.00093858689,0.00033571155,-8.878237e-05,-5.8888982e-05
0.99323,-1.57258,0.0008269542,0.00030279541,-0.0010583958,-0.0004430546,0.00094267505,0.00037292502,-0.00011572082,-7.0129594e-05
1.05932,-1.57258,0.00075125758,0.00031170566,-0.0010436074,-0.00048104586,0.00089743244,0.00039637578,-0.00014617489,-8.46701e-05
1.12542,-1.57258,0.00066125707,0.00031113825,-0.0010151733,-0.00051020313,0.00083821517,0.00041067071,-0.0001769581,-9.9532437e-05
1.19152,-1.57258,0.00054295693,0.00029492425,-0.00097025244,-0.00052976748,0.00075660471,0.00041234586,-0.00021364776,-0.00011742162
1.25761,-1.57258,0.00038909656,0.00026414919,-0.0008962889,-0.00054269022,0.00064269273,0.00040341972,-0.00025359617,-0.00013927052
1.32371,-1.57258,0.00022207519,0.00022466257,-0.00079963647,-0.00054525613,0.00051085581,0.00038495933,-0.00028878063,-0.00016029678
1.38981,-1.57258,6.0136816e-05,0.00017949998,-0.00069531816,-0.0005410554,0.0003777275,0.00036027769,-0.00031759066,-0.00018077772
1.45591,-1.57258,-0.00011347204,0.00012336174,-0.0005819826,-0.00053313019,0.00023425528,0.00032824598,-0.00034772733,-0.00020488423
1.52200,-1.57258,-0.00027177023,6.1489205e-05,-0.00046928012,-0.00052023388,9.8754943e-05,0.00029086153,-0.00037052517,-0.00022937234
1.58810,-1.57258,-0.00039411086,-2.8285763e-06,-0.00035748389,-0.00049219053,-1.8313483e-05,0.00024468097,-0.00037579739,-0.00024750957
1.65420,-1.57258,-0.00050417212,-7.5080352e-05,-0.00026020114,-0.00046147974,-0.00012198549,0.0001931997,-0.00038218661,-0.00026828004
1.72029,-1.57258,-0.00058335741,-0.00015337786,-0.00018780118,-0.00042633261,-0.00019777811,0.00013647738,-0.0003855793,-0.00028985523
1.78639,-1.57258,-0.0006216552,-0.00022511603,-0.00013427071,-0.00037406295,-0.00024369225,7.4473457e-05,-0.00037796295,-0.00029958948
1.85249,-1.57258,-0.00065122126,-0.00029323218,-9.2603848e-05,-0.00031974909,-0.0002793087,1.3258454e-05,-0.00037191255,-0.00030649063
1.91859,-1.57258,-0.00066949183,-0.00036259208,-6.9869508e-05,-0.00026191922,-0.00029981116,-5.0336428e-05,-0.00036968067,-0.00031225564
1.98468,-1.57258,-0.00067495799,-0.0004265584,-5.8546309e-05,-0.00020103896,-0.00030820584,-0.00011275972,-0.00036675215,-0.00031379866
2.05078,-1.57258,-0.00067152048,-0.00047485976,-4.7717873e-05,-0.00014487801,-0.0003119013,-0.00016499087,-0.00035961918,-0.00030986889
2.11688,-1.57258,-0.00066477759,-0.00051895273,-4.4674183e-05,-9.2470866e-05,-0.00031005169,-0.00021324093,-0.0003547259,-0.00030571179
2.18297,-1.57258,-0.00065449276,-0.00055637909,-4.6736306e-05,-4.7114714e-05,-0.00030387822,-0.00025463218,-0.00035061454,-0.00030174691
2.24907,-1.57258,-0.00063067966,-0.00058001431,-4.5339631e-05,-1.1066656e-05,-0.00029267001,-0.00028447382,-0.00033800965,-0.00029554049
2.31517,-1.57258,-0.00059687818,-0.00059012184,-4.6499434e-05,1.3681693e-05,-0.00027518938,-0.00030190177,-0.0003216888,-0.00028822006
2.38127,-1.57258,-0.0005469938,-0.00057542004,-5.0052935e-05,1.8669667e-05,-0.00024847043,-0.00029704484,-0.00029852337,-0.0002783752
2.44736,-1.57258,-0.00049169449,-0.00054964999,-5.2284959e-05,1.2236593e-05,-0.00021970476,-0.00028094329,-0.00027198973,-0.0002687067
