system	state	energy_eV_rel_EF	spin	site_role	atom_index	element	orbital	dos	source_file
pristine	*O	3.73978	down	TDOS	0	all	total	94.29	source_manifest:COHP/PDOS/pristine/*O/DOSCAR
pristine	*O	3.84578	up	TDOS	0	all	total	13.71	source_manifest:COHP/PDOS/pristine/*O/DOSCAR
pristine	*O	3.84578	down	TDOS	0	all	total	78.89	source_manifest:COHP/PDOS/pristine/*O/DOSCAR
pristine	*O	3.95178	up	TDOS	0	all	total	10.66	source_manifest:COHP/PDOS/pristine/*O/DOSCAR
pristine	*O	3.95178	down	TDOS	0	all	total	55.98	source_manifest:COHP/PDOS/pristine/*O/DOSCAR
pristine	*O	-7.91322	up	Coact	21	Co	dxy	0.000693	source_manifest:COHP/PDOS/pristine/*O/DOSCAR
pristine	*O	-7.91322	down	Coact	21	Co	dxy	-0.000132	source_manifest:COHP/PDOS/pristine/*O/DOSCAR
pristine	*O	-7.91322	up	Coact	21	Co	dyz	0.01172	source_manifest:COHP/PDOS/pristine/*O/DOSCAR
pristine	*O	-7.91322	down	Coact	21	Co	dyz	-9.406e-06	source_manifest:COHP/PDOS/pristine/*O/DOSCAR
pristine	*O	-7.91322	up	Coact	21	Co	dz2	0.0296	source_manifest:COHP/PDOS/pristine/*O/DOSCAR
pristine	*O	-7.91322	down	Coact	21	Co	dz2	-0.0002667	source_manifest:COHP/PDOS/pristine/*O/DOSCAR
pristine	*O	-7.91322	up	Coact	21	Co	dxz	0.01295	source_manifest:COHP/PDOS/pristine/*O/DOSCAR
